nome_organizacao,descricao_organizacao,categoria_organizacao,segmento_atuacao,tecnologias_disruptivas,fase_negocio,papel_no_ecossistema,M1_Agro,M2_Saude,M3_Infra_Mobilidade,M4_Transformacao_Digital,M5_Bioeconomia_Energia,M6_Defesa_Soberania,missoes_previstas
Cidadela,"Um novo modo de publicidade e propaganda do bem o Cidadela.
Uma empresa de publicidade e propaganda aonde tudo que geramos de lucro metade voltamos em benfeitorias para os bairros trazendo qualidade de vida !
Imagina um condomínio fechado aonde seus condomínios contribui com um valor fixo em publicidades divulgando seus serviços e produtos, interagindo com seus amigos e clientes em vários meios de comunicação e metade do lucro arrecadado voltado em melhorias para os bairros e regionais com a participação de todos votando, acompanhado, apontando os problemas locais com seus vizinhos , fiscalizando e aprovando as ações de melhorias para o seu bairro. (Ex: imagina vc divulgar sua marca em vários meios de comunicação e metade do lucro arrecadado voltado na reforma e manutenção de uma praça ou parque do seu bairro ou na doação de uma máquina de ultrassom para a upa da sua região ou ate mesmo em alguma necessidade direcionada a crise que hoje enfrentamos.
Alem disso tudo você ainda pode ganhar dinheiro para enfrentar esse momento difícil que estamos passando alem de contribuir para um futuro melhor para todos.
Promovemos ações nos espaços públicos que também ajudam ainda mais a apresentar sua marca como uma empresa ou profissional autônomo que promovem uma corrente do bem levando várias ações de ocupação dos espaços públicos com atividades esportivas e culturais como aulas gratuitas de dança e artes marciais shows com artistas locais e várias outras atividades!
Você também pode contar com internet gratuita nós espaços públicos do seu bairro sem precisar gastar seu Pacote de dados quando chegamos em um determinado número de clientes ativos no seu bairro em nosso aplicativo e usuários na sua comunidade iniciamos a instalação da internet cidadela alem de conectar com seus vizinhos vocês ainda ajudam a revitalizar e melhorar seu bairro!
Venha fazer parte conosco para juntos mudarmos nossa história e da nossa cidade!
Através da nossa parceria com nossos amigos Rodrigo Mascarenhas e Leonardo Mascarenhas fundadores do Bydoor um aplicativo de gestão de condomínios completo realmente um dos melhores app de gestão de condomínios da América Latina disponível em todas as plataformas aonde juntamos força e adaptamos para a gestão do seu bairro alem de se conectar no seu condomínio vc também.
Pode interagir com seus amigos, vizinhos e clientes ficar por dentro de várias novidades e ações direcionadas dentro do bairro como uma aula gratuita em um parque ou praça uma festa ou evento como uma feirinha ou festa junina que alegrava vários bairros da cidade, vacinações e campanhas entre varias outras atividades!
Mostrar os problemas e buscar a melhor solução para o problema de preferência na própria região para o dinheiro fomentar o bairro gerando emprego e crescimento de todos .
Participar de enquetes e votações, acompanhar os andamentos das obras e ações de cidadania divulgar seus produtos e serviços ter certeza de que seu dinheiro esta sendo bem gasto através de um sistema totalmente seguro e transparente aonde vc vai estar acompanhando o futuro do seu bairro. O bairro dos seus sonhos com muitos benefícios em várias áreas do Cidadela sempre buscando novas soluções para os problemas locais com seus vizinhos
E para finalizar e mostrar como iremos mudar a rotina das nossas cidades também promovemos eventos nas regiões e cidades de todos os tamanhos de 100 a 100 mil pessoas promovendo um movimento de arrecadação de alimentos, agasalhos, brinquedos e qualquer outra necessidade que seja de interesse da cidade ou região que atuamos (ex: promovemos junto ao nosso amigo Ricardo Spechit participante e vice campeão da Dança Dos Famosos, nosso parceiro Vereador Coronel Pissinini que abriu as portas do Clube dos oficiais da Polícia Militar de Minas Gerais e vários outros parceiros o Encontro dos Famosos um evento mágico um baile de dança aonde arrecadamos uma tonelada de alimentos e quase mil agasalhos que foram doados para instituições se fins lucrativos do bairro Prado",Startup,"Publicidade, Entretenimento, Gestão de negócios, Governo, Indústria 4.0, Negócios sociais, Imóveis, Cidades inteligentes, Esporte",IOT (Internet das Coisas),"Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)",Executores Diretos das Missões,0,0,1,0,0,0,M3 Infra Mobilidade
iPlanus Engenharia e Sistemas,"Atua no planejamento e gestão de territórios (municípios, consórcios, bacias hidrográficas, propriedades urbanas e rurais, áreas de preservação e unidades de conservação) desenvolvendo e implementando diagnósticos, planos, programas, projetos de engenharia e sistemas de informação.",Empresa de Base Tecnológica (EBT),"Agronegócio, Construção, Educação, Governo, Cidades inteligentes, Tecnologia da informação","Big Data, Impressão 3D, IOT (Internet das Coisas), Machine Learning, Realidade aumentada","Operação (Fase em que a EBT atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)",Executores Diretos das Missões,1,0,1,1,1,0,"M1 Agro, M3 Infra Mobilidade, M4 Transformacao Digital, M5 Bioeconomia Energia"
CloudDB,Consultoria especializada e bancos de dados,Startup,"Regulamentação e compliance, Tecnologia da informação",Big Data,"Escala (Nesta fase a startup possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)",Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
AGTECHNOLOGIES PRODUTOS ELETRONICOS LTDA,Fabricação de displays de cristal liquido e produtos relacionados.,Média e Grande Empresa,Eletroeletrônica,,,Executores Diretos das Missões,0,0,0,0,1,0,M5 Bioeconomia Energia
Código Font - Software Developement,Resolver problemas e gerar riqueza com desenvolvimento de software personalizado,Startup,Tecnologia da informação,"Big Data, Deep Learning, IOT (Internet das Coisas), Machine Learning, Realidade aumentada","Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)",Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
Inova Farm,Fornecer tecnologia para o Agronegócio,Startup,Agronegócio,"Big Data, Deep Learning, IOT (Internet das Coisas), Machine Learning","Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)",Executores Diretos das Missões,1,0,0,1,0,0,"M1 Agro, M4 Transformacao Digital"
MedLogic,"A MedLogic é especializada na Atenção aos Idosos, possui tecnologia baseada em evidência científica capaz de promover a autonomia e independência da pessoa idosa e reduzir o desperdício dos recursos assistenciais.",Startup,Saúde,"Big Data, Blockchain, Deep Learning","Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)",Executores Diretos das Missões,0,1,0,0,0,0,M2 Saude
Sparks,"Possuimos um ecosistema de desenvolvimento de APPs, FullAgile que reduz o tempo de desnvolvimento em 60%. Possuimos um centro de competencia de desnvolvimentos de MVPs.",Empresa de Base Tecnológica (EBT),"Gestão de negócios, Tecnologia da informação",Low-Code,"Tração (Início da consolidação e repetição de processos para áreas da EBT, como vendas, marketing, recursos humanos, sucesso do cliente etc)",Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
GEOS Educacional,"Grupo de ensino online em diversos setores, atualmente é composto da GEOS Escola na qual atua com ensino presencial e online e consultoria na área de geoprocessamento e a GEOS Ambiental com cursos online e assessoria na área ambiental.
A GEOS Escola atua com desde 2015 com mais de 3000 aluno em cursos presenciais por diversas regiões do país.",Empresa de Base Tecnológica (EBT),Educação,Nenhuma,"Tração (Início da consolidação e repetição de processos para áreas da EBT, como vendas, marketing, recursos humanos, sucesso do cliente etc)",Executores Diretos das Missões,1,0,0,1,1,0,"M1 Agro, M4 Transformacao Digital, M5 Bioeconomia Energia"
HH robots. care,"Criar assistentes digitais de saúde para realizar funções para pacientes e profissionais e empresas da saúde aperfeiçoando comunicação, instrumento de apoio a decisão clinica, apoio para orientação e cuidados aos pacientes.",Startup,Saúde,"Big Data, Machine Learning, chatbot","Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)",Executores Diretos das Missões,0,1,0,0,0,0,M2 Saude
Do4Me,"Nossa plataforma une quem precisa de ajuda com trabalhos diários (Lavar uma calçado, fazer compras, trocar um pneu de um veiculo) com quem pode ajudar. A pessoa que precisa de ajuda, faz seu pedido e junto o valor da recompensa para quem a ajudar, do outro lado, a pessoa vê o pedido, ajuda com o que o solicitador precisa, e ganha uma recompensa.",Startup,"Publicidade, Negócios sociais, Rede social, Cidades inteligentes",Nenhuma,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)",Executores Diretos das Missões,0,0,1,0,0,0,M3 Infra Mobilidade
Supporters,"Integrar equipes esportivas de pequeno e médio porte e seus torcedores através de uma plataforma completa de Programa de Sócio Torcedor, oferecendo novas formas profissionais de arrecadação financeira, fidelização do torcedor e fortalecimento da marca. Atuamos no mercado há pouco mais de 1 ano e temos aproximadamente 20 clubes como clientes, nos segmentos de Futebol Americano, Rugby e Futebol.",Startup,Esporte,Nenhuma,"Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)",Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
Bico certo,Somos um Startup no modelo de negocio é um Marketplace de Prestadores de |Serviço. temos mais de 20 mil Prestadores cadastrados em todo o Brasil. O nosso Objetivo e facilitar a conexão entre o cliente e o Prestador de serviço.,Startup,Rede social,Nenhuma,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)",Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
Esporte Sistemas,Desenvolvimento e comercialização de aplicativos para a área de saúde e fitness. O principal aplicativo é o Avaesporte.,Empresa de Base Tecnológica (EBT),"Educação, Gestão de negócios, Saúde",Nenhuma,"Escala (Nesta fase a EBT possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)",Executores Diretos das Missões,0,1,0,0,0,0,M2 Saude
YS PRODUTOS ÓPTICOS,"Iniciamos as atividades em 2012 com nossas marcas de óculos atendendo as óticas , quase fechamos em 2014 pois não conseguíamos vender no modelo de trabalho padrão de varias empresas que é por representantes! Então que criamos uma metodologia extraordinária de trabalho em nosso mercado -Conhecido por nós como método meet! Isso fez a empresa crescer mais de 600% nos últimos 5 anos!",Startup,"Moda, Mobilidade",Nenhuma,Consolidado no mercado (Startup é um dos principais líderes no mercado em que atua e já construiu barreiras à entrada relevantes),Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital
OpTime Rotas,"Otimização e planejamento de rota viária para o agronegócio, apoiando a coleta ou distribuição de insumos e produção agrícola, através da redução de custos e tempo.",Startup,"Agronegócio, Logística",Pesquisa operacional,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)",Executores Diretos das Missões,1,0,0,0,1,0,"M1 Agro, M5 Bioeconomia Energia"
Agrorigem,"A Agrorigem é especializada em venda direta (Direct Trade) de Café Especial com rastreabilidade, origem garantida, história, fotos e informações referentes aos lotes a serem comercializados através de uma plataforma online.

Inovação
Digitalizar o processo de comercialização do café cru, possibilitar aos produtores novas oportunidades de venda para o mercado interno e externo e disponibilizar em um único ambiente na rede o acesso a inúmeras variedades e origens dos melhores cafés do Brasil.

Expertise Tecnológica
Desenvolvimento de interfaces web de usuário e aplicações mobile nativas para a plataforma iOS e Android, utilizando os frameworks React e ReactNative, respectivamente. Programação de microcontroladores utilizando a linguagem C++.",Startup,Agronegócio,Blockchain,"Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)",Executores Diretos das Missões,1,0,0,0,0,0,M1 Agro
DDMX,Tecnologia em análise de dados,Startup,"Energia, Gestão de negócios, Indústria 4.0, Logística, Tecnologia da informação","Big Data, IOT (Internet das Coisas)",Consolidado no mercado (Startup é um dos principais líderes no mercado em que atua e já construiu barreiras à entrada relevantes),Executores Diretos das Missões,1,0,1,1,1,0,"M1 Agro, M3 Infra Mobilidade, M4 Transformacao Digital, M5 Bioeconomia Energia"
